ID,Predicted Price
5267,4808921.651364952
11091,1393957.506870113
4964,2976742.3451233553
678,1147401.169058369
4678,1285389.2372636523
9836,1948238.9532610471
8905,3194967.178912364
3150,1076940.3779946214
1805,2628666.727379742
11262,1893933.5016704164
8024,2979867.8609070163
12988,1628905.9318781942
1611,1421903.2089002621
3466,1247821.0580519815
2127,1239992.3255130197
497,3224062.246828015
1647,1006525.5232483831
2848,1012939.0641582082
293,1761294.7943836942
7256,2543795.2353922753
9063,1680721.2476959354
6441,2678115.737578066
47,2800058.575644702
5323,1295031.4756924028
6487,1781759.9143707564
1948,1968147.858694403
1659,2526844.182379371
1213,1325618.0550179877
11663,3159812.038292897
3954,3078703.422245132
724,2222165.8902407354
1930,1573428.2189947397
7833,1050693.4985580032
814,1917937.3601241636
12190,1854476.2965676994
4080,1821281.4746290508
11344,2567364.7500308356
272,1315991.6446505708
10180,970238.7931653657
6099,3442022.523945678
5797,1879573.8760572637
7476,2291814.3523507915
833,2439100.727739849
5545,2158223.63094426
630,2174200.0615114938
1502,1422904.9772172025
12148,1838372.620213454
1605,1654591.252977229
2365,1275982.8189412556
12494,1936507.8077418753
6244,2628043.9511832753
3130,1363432.5361970928
1870,1602870.5875319862
10144,1539489.0521124436
3752,1021226.6912764586
5798,3907042.3486459525
1765,1459101.3148036492
11929,4418534.03156198
3241,2207891.522853495
8324,3013124.4029778265
2688,1082719.9076928631
2912,1599068.8837829388
6742,4541122.85608478
2694,2302360.854887845
5237,1048207.5455565001
9138,3131158.954529114
1773,1449041.9117606212
3607,1683237.3831552651
3968,1729789.3267687806
1140,2260906.2708763387
9624,977900.754829261
8311,2267457.475071334
202,4224657.917605974
2982,970944.3425598114
180,2231513.9783209725
3157,1429816.8507575672
2959,1687383.7842913065
1436,1408338.3612230648
10813,3886459.333653844
7478,2183557.690746129
10467,2883712.5035439194
5901,3439776.521700075
5981,1561270.6933962891
8065,3638642.67219623
190,1007438.8831283525
6240,2336336.154323231
1935,3444366.5728422697
2952,960723.5716155462
8170,2170072.2579745115
710,1591539.6709959218
667,1077221.6536850873
543,4319726.54550103
3688,1104584.3298546448
3302,2008471.8066783557
664,1236880.851338794
7706,2385571.383110692
2076,2756111.544906471
2500,3950523.4405401913
2020,1668748.33348847
1913,1428792.6078813453
3160,3496296.2938519875
11817,1649357.6377087408
5955,1968657.7413457336
4195,1331671.4681437025
939,2395344.715694888
7386,1761772.6482468778
12448,1706500.5261009398
163,1551601.8488366022
831,1690933.3534293133
1634,1902161.2847545466
495,1275138.1120473626
3411,1876459.9975176116
8095,1765582.0107991633
2251,1448898.0466809678
1891,1261157.456621306
7473,2178329.665653077
8557,1361086.7234989726
5766,1962459.8305399702
9849,2130047.8804607573
12269,2278463.9495319016
5402,3143348.2084922194
3601,1857064.3509883455
9895,1280770.1239783578
3909,1201782.404987664
10595,2165517.893519026
460,3373435.1066229325
2883,873528.6240668849
2405,1007438.8831283525
2969,1729036.4450744165
268,1546620.5431314046
558,2740904.119275302
10556,1568920.6133197579
5476,2252345.208768387
8017,1772692.279318988
4865,2130714.43280413
11378,2153438.665002164
1364,2274767.6004987806
3185,1795410.1072227312
12622,1409450.9155702612
1135,1623646.1638294715
505,3206550.703737949
6459,1910859.5384182422
10303,2283357.6941366256
11899,1396588.177717289
3116,983572.162322056
10073,2096763.913155185
3393,1261564.5221731365
860,2139556.9166779825
2410,1792200.081649981
5662,2368328.192942946
2210,1433345.2059508245
500,2515038.7305555446
1487,1392453.4928155527
1971,1412551.848821136
9792,3665056.1467266167
1768,1465418.503373145
1871,1046586.6782271645
12803,2218124.279529887
3923,1516863.30162059
431,1127135.4117150712
3151,1433611.0186430796
4653,2721837.9100644174
9918,4493025.67680072
134,4260587.40785879
6377,3174696.9300361713
3233,3560725.9984525647
1580,1015282.4191059056
3384,2204295.2237080927
7289,5586196.127044894
9381,1544031.888296654
12592,2753997.3170495685
587,1827871.2622686538
7607,3109147.1340522547
6963,2132526.1776949884
8521,2944440.627596446
10499,2992246.964545907
12036,2288429.059322713
7020,2473179.031791662
8743,3204627.280694644
12157,1940396.3782109274
11239,1651927.9518438631
3663,2957496.574988303
9637,3096843.7843947215
8276,1519886.4753254838
3010,6616869.879902924
2409,1708470.0354552264
6257,1647185.807946193
2017,1368128.449157644
12678,3497580.6300126826
6112,3697000.946774097
2189,952464.107150557
1080,1768442.3637730042
2690,1457849.8016775218
6163,2180601.314680444
5107,1614959.4225463325
322,1057848.8389570212
6522,3460267.672503761
2068,2890675.7721473286
3792,978073.7345514519
2882,2241601.2010174645
5589,1448280.6230691937
5400,1484338.100537463
2114,2028737.2534216356
111,2513352.469294563
4343,4472938.312891891
1712,3240586.896678336
548,666502.7526987225
3872,883524.162258632
7453,1724586.0623902564
3551,2720239.8715805635
2332,1557104.4841367588
1934,2482541.571446676
9736,1784002.4798745236
1182,2997804.725241018
508,1501865.4043276599
11486,2974064.9083743645
8871,2507903.228443116
2011,1726405.3681349147
4175,1080083.3180520495
1323,1411122.6293028113
10789,2929924.612363048
6130,2653704.241009047
435,2951316.0277650696
10805,1465132.3963038085
3055,1733350.1238991017
6164,1910461.527195914
5656,2365103.9253853303
7336,2573988.2168911737
4469,1973588.2317892516
2136,1432195.9885324105
5535,3277741.675714531
1231,3167774.1618574136
11272,3184235.6897843136
1021,1041555.7287251526
2761,1317393.2613776196
4704,1982543.7895353062
2705,1418623.066669101
435,2750989.272211375
7989,3713169.338287252
2544,1274787.8364296998
3767,1474168.708203981
7294,1753859.6537986877
11474,1390344.911491097
2330,1995766.1686953697
6619,1557675.961194267
6490,3003666.1971547194
63,2761686.620528532
967,3027355.0907370523
9740,2316769.36986665
1763,2125469.1152215446
9782,2223449.7178489235
2731,1458510.1923425472
343,1569536.4270812008
561,1131890.3675427856
6501,1602718.0121465886
10554,1017930.1869795285
2074,1105182.941579218
12584,3366392.192708543
1873,2098851.894222651
1213,1036760.1493865487
5906,3064533.7062293207
3139,1061383.700103205
4940,2723079.1009574262
2446,1930065.0524553985
835,1105779.823086174
10184,1404538.2961135851
11460,2087454.7384781486
2817,5062647.901748309
10662,2555391.6668876195
9273,2004415.7098981568
219,1602802.7759619206
12943,2228084.8481498626
1058,2037662.4539697487
788,1428185.8588388986
1160,1206773.326824147
2653,2624197.674639226
10599,5711148.801911615
5800,4203040.555377336
131,4042918.6963109868
3095,3627615.931397771
1823,2450817.9185669115
5447,4059304.13182765
12900,919725.1073387805
1316,1815437.5358055562
319,2100909.1990092304
10480,2149438.874870842
574,1117946.749605084
2822,2540948.5194933983
9437,1670435.876875991
4272,4472130.182459681
1782,2809411.7602776894
11922,1898356.0649911198
11326,1211327.190006149
1804,2151859.578177058
2003,2947836.8283725614
7570,4086360.834343875
9632,3168788.961754617
74,2558953.2512522037
7627,1577700.395418398
11876,1439654.752844639
1285,1801363.1177130607
2212,1813665.134012493
2104,2500512.5928083984
2659,2540706.503339789
1178,1658768.9478412166
3876,1195818.1238304344
677,1077787.1950688139
6856,1666945.3230170538
4256,3290142.372281445
12061,1345013.974490356
1948,1853431.4289154727
12461,4672523.907811704
2673,2286755.395525041
11313,1551998.724073602
2597,1851618.4484898066
457,1039143.332021643
1430,1197845.2399489984
8795,4498766.134138107
10465,875509.2896605325
9807,3020354.2504547
1936,1611744.8220377886
10108,997467.4542140341
2310,1904740.0912834278
10840,2604605.6649167426
6251,1192054.7272137674
1811,5710440.87571617
12972,3457224.644016122
12258,4046245.6872814028
1830,1096887.6555717797
8947,1975128.642017209
4771,1170178.3387592966
838,1310673.6062967908
2193,1076505.1944535999
11547,1915484.4456846192
1058,1603446.3266453678
4039,3328349.6103465576
1462,1622149.8503236985
8680,1372657.2197814933
6921,3259619.2634802917
1385,1021275.2677820928
410,1156925.501079117
8002,2183805.7980925
10165,1712221.9782157724
351,1660944.6064971332
1135,829125.8338334388
3838,3551881.2015385297
1287,4247242.672339058
3704,1404167.9081974383
11620,2304387.8357038815
5601,2222609.663888366
429,2729807.9515135996
390,1159257.9757229257
100,1158446.3705064477
10524,2182490.726610721
12626,1367852.1501108955
3230,2247611.18522216
9761,2084426.410640707
7283,1974866.9313563243
1024,1977370.3951005589
204,1711554.7107583126
11060,1714361.5937500603
10291,1159035.8708835063
3743,2675626.6549957264
2592,1359237.0825575218
9023,2904820.3348626704
11890,2380671.0725793485
6321,1952849.9993415521
1635,2154806.9948887033
1501,1314463.8383368193
11908,3039083.908718662
1103,2387124.4316422967
1706,1745816.5595786716
12992,2131619.682621922
1679,1095979.5024317675
2914,3677894.004046701
5886,3869255.7775619766
3309,3060737.5458358703
9983,2368604.168264193
10866,2921637.1628247667
12463,2536721.464380236
9921,1411426.9820632702
9528,2355921.5091487276
8552,1131953.9701282713
11997,5745999.815542325
8663,1577700.395418398
4638,1644773.674709127
247,1039143.332021643
2111,1277368.1330436273
2790,2623207.326154661
1935,1519705.1850231683
7861,1365183.7408541213
8018,2920701.850086646
9560,1867593.4621739844
12985,1551268.6249965876
2944,1416747.1815924328
379,2067860.9059808156
10391,2550240.0120420065
2871,908542.8695920885
1077,3711680.0608616956
3339,2491474.02948617
476,1856009.051937048
1235,861731.0205988276
2543,1004613.9211891375
50,2502502.920763742
10897,2998720.868663216
4624,2512559.475859505
1752,1939522.9451099162
1490,2331379.163327631
3539,854475.5312110935
11184,1362031.719108485
3867,2282760.4695898914
609,991907.9462443776
8666,1243607.7282409375
5641,2467862.7218406145
1376,2109898.519903397
11866,2383943.949840231
3832,1691786.297320586
3371,2362277.551084036
327,1482968.815038268
93,1764243.1988104612
2066,1705137.79261264
1258,1749699.7876387285
6068,1525310.2911057528
1106,1656678.74478902
1010,3665550.37637764
175,3163578.695650707
9972,1277368.1330436273
9963,2641174.374516386
12114,2687440.796581785
2204,1889254.8046504268
792,2931251.977452552
288,1346808.5838557845
1423,3566266.526777949
5514,1581662.2134642133
11875,3374680.426610376
3955,3183119.040420816
6193,2977575.027187452
7041,1534412.0881880678
3317,916064.3463631372
784,3182274.9876659187
8629,1874956.113642221
8620,4229121.100611276
8103,3648700.1254391
2801,1550518.2663324056
8798,1790430.411483599
2569,1431102.2175453203
3005,1702119.5271778395
398,1272843.3308328912
5046,4286837.939054791
4847,1334762.4147013305
4917,2223699.3255865406
615,1944552.2351835398
3047,1121137.1089019966
10407,2566062.522223955
6145,1492564.2264727082
1161,1431102.2175453203
162,1907989.785819856
9438,3213679.5750983804
12852,2655265.0547684086
6389,1897730.1062975936
8115,1965755.905025366
7578,1744193.7113406004
1044,1043392.0431210103
1111,2277719.1552452804
1394,1112195.6247920361
1311,3681538.109565557
5018,1622005.1572487399
4789,4113438.254481404
577,3086005.428511723
5043,1837016.2127113268
1072,2557418.279770923
6541,2771176.6047584647
7698,2749589.619439679
642,1002642.3925464796
6667,2747487.235650579
6388,1119626.3958402448
3809,1680000.515276397
8445,3110148.8162043365
1045,2345770.8680218314
9038,1649095.1855938688
1431,1159257.9757229257
2448,1777223.883165797
3348,3046566.224491867
3412,1247713.9611189603
4478,1124355.2260383647
10821,1733350.1238991017
6759,3036447.5108593297
5318,2400194.0577635504
3322,1482603.125708092
1047,2750206.0823342884
2272,2271669.9742307123
8808,987638.749074908
6987,2538981.345087075
3031,1508059.8371569612
1372,2300173.3625253094
11810,2270259.4341760385
870,1718639.5813848316
5742,4626434.1427868325
1386,1987676.1937281406
2266,817371.6974434569
4279,2524700.390565234
1454,1053167.9575140562
903,2270704.0472100745
6594,2938592.065850865
750,1279371.845147834
142,2529604.456055872
12371,4407001.216820728
1617,1596933.0312036925
4640,1846016.6411895854
4569,1405768.197789336
316,1448313.1480698672
10926,3056485.8346571275
2374,998135.4322209843
12550,1252249.1899607629
709,3238066.1232427927
158,1927230.869096146
1429,1745653.7499402566
3854,2270629.6414168645
2863,1057848.8389570212
10621,1496285.2204712247
4289,2210626.032530897
6055,1807753.59930459
9832,2314613.6239238447
2693,2649112.0284079565
7011,1241577.2910096827
2688,1660905.3635316174
10259,4230872.627666048
10235,1043008.4873205347
9786,2883349.5892801387
3014,2750396.651770419
9434,1692531.1474860169
9764,2527783.288097407
2423,2018319.543343112
651,1433603.1207071552
3610,1515867.933994633
1899,2124415.7660353407
1063,1504693.4426079188
4294,1839974.2598575493
1422,2112224.1445578546
10612,1193380.4842041596
4837,1399072.9227561306
4501,2343768.8714206945
10549,2341849.1611286206
1114,1335638.2140452862
88,1560604.0406737055
7817,5845953.319110422
1980,2564024.874777286
1151,3266489.715569946
2404,1568499.2891722817
4641,3158561.3816007962
2942,6034686.46431447
607,1859063.2478970285
4293,2426429.546301841
5274,1004271.5270143286
2701,2789081.1757157063
445,1529930.0858535357
7846,2809245.6746454015
1138,1844469.6725943708
7784,1429349.4375821583
11617,3177064.1533167055
1483,931140.9084170335
11159,1619144.8418048965
8513,1730467.5114114531
8892,1293277.7075219662
2759,2196275.9674503854
4645,2106975.0026271003
2505,1596803.7122099726
2017,1579952.879060437
9450,3474452.8807331207
2271,1704351.9421300595
2548,1626367.6800524066
541,2043549.2003443632
2449,1625767.1149445707
8912,1396796.2465845873
3996,1519705.1850231683
3866,1280770.1239783578
2885,2544602.8949263
2111,963756.784310464
95,2293977.4122179546
3071,2101867.2307558893
10344,1279288.0942306155
160,1040476.4194663058
1039,1127135.4117150712
1306,2265698.4266092526
2725,1762641.917925927
868,1164830.369593835
11937,1383465.1944100512
2177,876243.2598009768
4366,1237478.562027433
2742,4473278.770488835
12845,3766385.574991216
624,7358442.060629277
1659,3505064.5790342903
6569,983696.8163645791
179,1984601.4020741058
12103,3010803.550623449
450,1550349.8570182787
5796,2118972.0118778385
2573,2958400.2238732916
4685,1549074.3212175947
1325,1169876.5340682897
2623,1964855.7817612449
3088,1123479.9209327686
8992,3659227.1669168826
9195,1567323.7193929215
2862,1193037.968667823
4097,1365164.2388398713
12294,1334729.7085696585
1600,1967326.913861213
8716,2698717.742719257
11537,876243.2598009768
7663,1089356.787695746
1206,1086884.0569118797
2184,2600282.9103564587
3525,3328993.0421242425
9221,3240065.5012325128
2166,876052.0503543667
3445,3161512.9157622056
2278,1955106.740062187
4525,1499565.088963204
1354,2264368.4293430303
10348,3115190.7535304897
2023,2945173.916612343
1672,1274964.2880314763
531,1245837.924147056
2048,2925250.9576712083
429,1358535.4236576774
9757,3920617.209851928
8636,1531766.7507521557
7959,3641592.0759522985
2886,1295135.8674160694
679,1319480.0250507998
1270,2018891.906405715
1618,2754975.7991429553
1033,1731059.2951387619
4672,1406542.6839004592
5523,1575571.8558079505
2398,2266899.690256768
1028,2546202.5868267617
459,2420301.4870515377
11788,1999245.3993396321
3931,1948916.829790024
410,1657875.6280166707
721,3314320.6943743182
1490,3942866.283926715
2979,1200714.2641824812
1967,1596780.9897987768
3898,1913950.8388563278
929,2740904.119275302
398,2692081.7847459293
3304,1120288.6203350562
2264,2400962.505812683
5436,2483687.475333253
5225,2482541.571446676
8587,2789603.53144505
4849,4512335.476076238
499,1161054.7866219038
1460,1914036.9646693543
2464,919177.0478116276
2683,1944196.8774677548
9029,3616888.1735639824
3188,1774139.0201331733
1737,1024371.3347898521
549,3700814.567857912
1390,902266.2854446212
10437,2855076.249574601
2787,1036760.1493865487
4062,3288543.8896905123
777,1397609.8029537273
5135,1794890.9052634581
3521,1117946.749605084
2750,1049955.2481282775
12286,2656681.4756717393
3857,2049012.4369147844
578,2263838.1546862684
1944,2063237.1112687814
3511,1728019.9869011347
3262,1355819.3629196095
1148,1072630.8204775034
11137,2518764.325601619
2426,4796559.173559943
12440,1591174.786998641
2704,5719852.432090022
1222,1548416.8896331447
2707,1145140.6593906572
10643,2602063.0869208463
2534,1157741.596065141
1777,1768024.5012141
2331,1343637.8296730458
12938,2966403.711390403
1139,1318147.8731619809
1636,1239005.3156428868
3224,2604515.7779452098
5747,2218844.6882111426
604,3304106.9377823877
1346,1965318.7254351722
9891,2578288.9563871725
2653,2041057.316909468
10722,2454951.5521107395
2214,1193564.0152068082
8519,2252223.816427828
3869,2640838.8297076947
780,919725.1073387805
5483,2678035.593472351
2495,2188931.1585802436
251,1364210.0925016839
8327,2788670.122789127
9610,2092032.524031872
2949,1968704.414135702
3713,2453995.7307861573
2281,2262468.75290493
1704,2196128.5851791585
2849,1779292.615792947
11160,1318626.4918650782
5196,2798767.465126016
901,1623252.0958350145
2204,1002642.3925464796
2348,1000425.9217734404
11923,1798909.4374647709
3286,1896105.0021439702
12299,1375475.4862795863
1181,3060737.5458358703
8251,1892837.7917151975
2897,1563154.0390746908
12548,2053700.2093750606
2794,721613.863974604
2835,990117.3047659174
1115,2360527.520216443
9351,1450966.1401927397
12288,3148195.719601505
6764,1570763.4890413345
2009,7096978.616958195
1484,829125.8338334388
12829,1689470.9581885808
610,902885.5476186178
2018,1012939.0641582082
8818,2622863.7015581997
2270,1305330.8454976478
7844,2579364.226723112
1755,1232711.4165785774
3485,1191823.8015962609
2501,1512848.7837475438
2953,1190643.0323802107
1395,796633.5466558421
2171,1151395.9944797861
687,1272014.0755715058
1644,2339572.6740937103
1697,1687620.6497046917
3814,1574983.2801997561
2740,1324735.9832903808
